time (sec),intensity_fraction,initial_delay (frames),on_duration (frames),off_duration (frames),notes,use_maxwell,delta_t (sec)
1680471683.4393816,0.9,0,200000,4000,,True,3.4186744689941406
1680471701.5348444,0.9,0,200000,4000,,True,18.095462799072266
1680471720.6044033,0.9,0,200000,4000,,True,19.06955885887146
1680471741.1900635,0.9,0,200000,4000,,True,20.585660219192505
1680471762.786815,0.9,0,200000,4000,,True,21.59675145149231
1680471782.3851874,0.9,0,200000,4000,,True,19.59837245941162
